Year,LocationDesc,Category,Topic,Age_18-24,Age_20-24,Age_25-44,Age_35+,Age_45-64,Age_65+,Age_75+,Gender_Female,Gender_Male,Overall_Overall,Race_Hispanic,Race_Non-Hispanic Asian,Race_Non-Hispanic Black,Race_Non-Hispanic White,Race_Other
2014,Virginia,Cardiovascular Diseases,Coronary Heart Disease,,,,5.6,4.6,11.7,13.5,3.3,4.7,4.0,,,3.3,4.7,
2014,Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.1,11.2,9.8,21.9,26.2,7.3,9.0,8.2,3.0,,8.5,9.0,12.2
2014,Virginia,Cardiovascular Diseases,Stroke,,,0.9,3.8,3.7,6.8,7.8,3.0,2.7,2.8,,,3.9,2.8,
2014,Virginia,Risk Factors,Diabetes,,,2.9,13.3,12.6,23.6,22.6,9.8,9.6,9.7,5.4,,15.1,9.1,6.7
2014,Virginia,Risk Factors,Obesity,,33.75,31.7,30.1,30.5,28.25,29.15,33.65,27.950000000000003,30.8,30.25,31.0,31.7,30.700000000000003,30.0
2014,Virginia,Risk Factors,Physical Inactivity,81.5,,81.0,74.4,75.0,67.3,61.6,74.2,79.0,76.6,72.6,80.4,70.8,78.1,82.2
2014,Virginia,Risk Factors,Smoking,23.0,,23.4,17.6,19.5,9.5,6.4,16.6,22.6,19.5,15.1,11.5,19.6,20.2,30.3
2014,Washington,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.8,5.2,4.3,10.7,13.4,3.1,4.5,3.8,,,,4.1,5.2
2014,Washington,Cardiovascular Diseases,Coronary Heart Disease,,,,5.0,3.7,11.6,13.7,2.7,4.5,3.6,,,,4.1,3.6
2014,Washington,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.6,10.1,7.6,21.4,26.6,6.8,8.4,7.6,4.4,5.1,9.5,8.1,11.1
2014,Washington,Cardiovascular Diseases,Stroke,,,1.5,3.6,2.2,8.2,10.4,3.0,2.8,2.9,,,,2.9,6.5
2014,Washington,Risk Factors,Diabetes,,,3.2,12.2,12.4,18.6,18.2,8.1,9.6,8.9,10.3,4.0,9.7,9.0,12.6
2014,Washington,Risk Factors,Obesity,,37.65,30.55,30.0,30.799999999999997,28.5,28.299999999999997,32.849999999999994,28.9,30.799999999999997,31.049999999999997,28.85,29.35,31.1,33.75
2014,Washington,Risk Factors,Physical Inactivity,82.9,,84.8,80.5,82.1,75.4,72.8,81.6,82.2,81.9,77.0,82.8,73.2,83.4,73.1
2014,Washington,Risk Factors,Smoking,13.8,,18.7,14.8,16.7,7.5,3.2,13.8,16.9,15.3,13.2,9.0,18.8,15.3,34.6
2014,"Washington, DC",Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,3.7,4.1,6.9,8.7,2.2,3.0,2.6,,,4.0,1.8,
2014,"Washington, DC",Cardiovascular Diseases,Coronary Heart Disease,,,,3.6,3.0,8.5,11.4,1.8,3.2,2.4,,,3.0,2.3,
2014,"Washington, DC",Cardiovascular Diseases,Major Cardiovascular Disease,,,,8.8,8.6,17.3,22.2,6.1,6.8,6.4,,,9.2,4.0,
2014,"Washington, DC",Cardiovascular Diseases,Stroke,,,,4.5,4.1,9.0,12.5,3.6,2.9,3.3,,,5.4,,
2014,"Washington, DC",Risk Factors,Diabetes,,,,13.2,14.9,21.7,24.4,8.9,7.9,8.4,,,14.7,2.8,
2014,"Washington, DC",Risk Factors,Obesity,,34.050000000000004,32.35,31.75,33.1,28.85,29.3,33.3,30.95,32.150000000000006,29.95,68.6,31.5,33.35,35.5
2014,"Washington, DC",Risk Factors,Physical Inactivity,78.4,,84.3,76.0,76.2,70.2,64.9,77.1,81.5,79.2,71.8,,67.8,92.9,78.2
2014,"Washington, DC",Risk Factors,Smoking,,,15.4,17.7,24.0,9.0,6.1,14.6,18.7,16.5,,,26.3,7.3,
2014,West Virginia,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,2.4,9.7,7.4,17.4,16.5,6.0,8.9,7.4,,,8.3,7.3,
2014,West Virginia,Cardiovascular Diseases,Coronary Heart Disease,,,2.5,9.9,8.9,16.2,16.7,7.0,8.6,7.8,,,7.4,7.7,
2014,West Virginia,Cardiovascular Diseases,Major Cardiovascular Disease,,,5.5,17.6,15.0,29.0,29.1,13.2,14.7,13.9,,,12.4,14.0,
2014,West Virginia,Cardiovascular Diseases,Stroke,,,2.1,5.8,5.1,9.2,11.0,5.4,3.9,4.6,,,,4.6,
2014,West Virginia,Risk Factors,Diabetes,,,5.4,18.2,18.0,26.3,23.5,14.1,14.1,14.1,,,19.0,14.0,
2014,West Virginia,Risk Factors,Obesity,,36.15,33.650000000000006,31.4,31.400000000000002,30.15,30.2,34.650000000000006,29.85,32.25,44.9,,31.8,32.15,37.1
2014,West Virginia,Risk Factors,Physical Inactivity,83.9,,77.9,67.7,67.1,62.5,58.4,67.8,74.9,71.3,74.4,,63.9,71.6,63.6
2014,West Virginia,Risk Factors,Smoking,26.6,,36.0,23.3,27.7,12.7,5.4,25.6,27.8,26.7,29.6,,25.0,26.7,40.1
2014,Wisconsin,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,4.7,3.1,10.8,14.9,2.6,4.8,3.7,,,,3.8,
2014,Wisconsin,Cardiovascular Diseases,Coronary Heart Disease,,,,5.2,3.7,11.7,15.3,2.5,4.9,3.7,,,,4.0,
2014,Wisconsin,Cardiovascular Diseases,Major Cardiovascular Disease,,,,9.7,7.2,20.8,26.8,6.3,8.5,7.4,,,,7.5,
2014,Wisconsin,Cardiovascular Diseases,Stroke,,,,3.7,3.1,7.3,10.9,3.1,2.7,2.9,,,,2.7,
2014,Wisconsin,Risk Factors,Diabetes,,,2.5,11.9,11.0,20.2,21.3,8.7,9.2,9.0,,,16.4,8.8,20.7
2014,Wisconsin,Risk Factors,Obesity,,36.95,32.0,30.3,30.3,29.450000000000003,28.35,34.45,28.15,31.25,32.55,66.5,36.1,30.6,36.95
2014,Wisconsin,Risk Factors,Physical Inactivity,85.2,,81.5,77.2,79.1,69.7,61.7,77.0,80.6,78.8,72.0,,64.2,80.1,74.9
2014,Wisconsin,Risk Factors,Smoking,16.6,,21.8,16.3,19.1,7.5,4.4,15.9,18.7,17.3,15.5,,35.3,16.3,30.8
2014,Wyoming,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,6.4,5.3,13.1,15.1,3.4,5.9,4.6,,,,4.5,
2014,Wyoming,Cardiovascular Diseases,Coronary Heart Disease,,,,5.7,3.9,13.4,13.8,2.7,5.2,4.0,,,,4.0,
2014,Wyoming,Cardiovascular Diseases,Major Cardiovascular Disease,,,,10.9,8.7,22.4,25.8,6.6,9.1,7.8,8.0,,,7.7,9.8
2014,Wyoming,Cardiovascular Diseases,Stroke,,,,3.9,3.0,7.6,10.0,3.0,2.7,2.8,,,,2.7,
2014,Wyoming,Risk Factors,Diabetes,,,3.8,11.2,10.4,17.9,18.2,7.5,9.4,8.5,10.5,,,7.8,15.6
2014,Wyoming,Risk Factors,Obesity,,36.85,31.05,30.25,30.85,29.25,28.15,34.2,28.5,31.200000000000003,30.7,,,31.4,29.599999999999998
2014,Wyoming,Risk Factors,Physical Inactivity,87.1,,82.9,74.2,74.8,68.7,60.9,77.4,78.4,77.9,79.7,,,78.3,65.3
2014,Wyoming,Risk Factors,Smoking,20.4,,24.6,17.9,19.2,9.8,5.8,18.2,20.7,19.5,14.7,,,19.0,41.6
2015,Alabama,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.7,6.9,5.0,13.4,13.6,4.1,6.4,5.2,,,4.2,5.7,11.2
2015,Alabama,Cardiovascular Diseases,Coronary Heart Disease,,,1.2,7.1,6.3,12.6,13.0,5.0,5.3,5.2,,,4.3,5.6,
2015,Alabama,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.8,14.5,12.8,24.9,27.4,10.3,11.8,11.0,,,10.2,11.5,20.8
2015,Alabama,Cardiovascular Diseases,Stroke,,,1.7,6.1,5.8,9.9,10.4,4.9,4.5,4.7,,,5.5,4.6,
2015,Alabama,Risk Factors,Cholesterol Abnormalities,,12.0,59.45,73.1,72.9,79.85,58.9,69.1,70.15,69.55,33.0,38.9,67.1,70.65,43.8
2015,Alabama,Risk Factors,Diabetes,,,5.0,18.2,17.8,27.0,25.2,14.0,12.9,13.5,,,16.7,12.7,13.4
2015,Alabama,Risk Factors,Hypertension,8.9,,41.25,68.95,68.2,81.55,81.95,62.5,59.45,61.05,,,63.95,61.1,58.6
2015,Alabama,Risk Factors,Nutrition,91.7,,88.5,91.0,90.7,91.7,92.0,89.3,91.5,90.3,,,89.8,90.7,87.0
2015,Alabama,Risk Factors,Obesity,,34.85,33.0,31.4,31.65,29.95,28.950000000000003,33.95,30.0,32.0,25.950000000000003,,34.349999999999994,31.2,38.4
2015,Alabama,Risk Factors,Physical Inactivity,78.2,,72.6,65.3,64.2,61.5,57.5,66.3,70.1,68.1,71.5,,65.2,69.0,70.0
2015,Alabama,Risk Factors,Smoking,21.1,,27.4,19.4,22.5,10.2,5.1,19.2,23.8,21.4,20.2,,20.1,22.0,33.3
2015,Alaska,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,4.2,3.0,10.3,7.9,2.4,3.4,2.9,,,,2.4,
2015,Alaska,Cardiovascular Diseases,Coronary Heart Disease,,,,4.3,3.2,11.1,13.0,2.6,3.1,2.9,,,,2.7,
2015,Alaska,Cardiovascular Diseases,Major Cardiovascular Disease,,,,8.7,6.7,20.8,24.0,5.7,6.3,6.0,,,,5.5,8.2
2015,Alaska,Cardiovascular Diseases,Stroke,,,,3.1,3.1,6.1,11.9,2.2,2.2,2.2,,,,2.1,3.6
2015,Alaska,Risk Factors,Cholesterol Abnormalities,,,53.599999999999994,67.05000000000001,67.85,76.1,48.2,63.05,63.699999999999996,63.35,27.5,,30.7,63.75,64.65
2015,Alaska,Risk Factors,Diabetes,,,,11.3,11.6,20.1,20.7,7.7,7.6,7.6,,,,6.5,6.7
2015,Alaska,Risk Factors,Hypertension,,,23.65,54.199999999999996,53.3,73.3,56.6,48.150000000000006,45.349999999999994,46.45,33.95,,34.1,46.4,44.9
2015,Alaska,Risk Factors,Nutrition,80.9,,78.8,80.9,82.9,79.4,80.9,77.1,83.8,80.6,78.2,,,79.5,85.8
2015,Alaska,Risk Factors,Obesity,,32.65,29.8,29.65,29.6,31.85,32.900000000000006,33.35,27.75,30.3,25.2,34.1,42.2,29.95,34.5
2015,Alaska,Risk Factors,Physical Inactivity,,,80.4,74.6,74.6,70.5,64.2,76.8,79.2,78.0,80.4,,71.7,80.4,69.7
2015,Alaska,Risk Factors,Smoking,16.0,,23.7,16.5,19.5,8.8,,18.5,19.6,19.1,21.1,,27.4,16.3,33.3
2015,Arizona,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.7,4.1,11.4,15.1,3.0,5.6,4.3,3.0,,,5.2,
2015,Arizona,Cardiovascular Diseases,Coronary Heart Disease,,,,5.3,4.2,10.5,14.0,2.9,4.8,3.8,1.5,,,5.3,
2015,Arizona,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,10.8,8.5,20.8,28.3,6.5,9.4,7.9,4.6,,,10.0,3.9
2015,Arizona,Cardiovascular Diseases,Stroke,,,,4.1,3.4,7.5,10.7,2.8,3.0,2.9,1.5,,,3.7,
2015,Arizona,Risk Factors,Cholesterol Abnormalities,,,58.1,70.1,70.1,76.1,75.15,66.75,67.15,66.9,64.7,23.3,39.3,68.15,26.1
2015,Arizona,Risk Factors,Diabetes,,,3.0,13.6,13.9,20.6,21.5,10.3,9.8,10.1,9.8,,11.7,9.5,19.0
2015,Arizona,Risk Factors,Hypertension,8.2,,27.6,59.45,56.150000000000006,74.2,77.15,53.2,50.25,51.55,42.35,11.4,33.8,54.5,56.35
2015,Arizona,Risk Factors,Nutrition,84.9,,78.4,81.6,81.0,83.6,82.4,78.0,84.5,81.2,77.5,85.6,75.6,82.7,82.8
2015,Arizona,Risk Factors,Obesity,,33.4,31.299999999999997,29.8,29.200000000000003,29.700000000000003,29.15,32.85,28.200000000000003,30.45,30.35,53.4,31.8,30.1,33.0
2015,Arizona,Risk Factors,Physical Inactivity,76.6,,76.8,75.3,74.8,72.9,71.1,74.7,75.9,75.3,70.9,75.0,75.2,77.4,68.6
2015,Arizona,Risk Factors,Smoking,10.8,,16.7,13.7,16.1,8.8,5.7,12.0,16.2,14.0,12.8,,14.5,14.7,18.2
2015,Arkansas,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,7.6,6.8,13.2,16.8,4.4,6.5,5.4,,,3.5,6.0,7.7
2015,Arkansas,Cardiovascular Diseases,Coronary Heart Disease,,,,7.7,6.2,14.6,20.4,5.4,5.7,5.6,,,3.8,6.0,
2015,Arkansas,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.4,14.9,14.1,24.5,30.8,10.9,10.5,10.7,,,6.7,11.6,13.4
2015,Arkansas,Cardiovascular Diseases,Stroke,,,,5.2,5.4,7.9,9.3,4.8,2.6,3.8,,,3.1,3.8,
2015,Arkansas,Risk Factors,Cholesterol Abnormalities,,,59.4,71.65,72.3,77.55000000000001,77.95,68.6,69.25,68.9,27.9,,36.1,69.6,52.6
2015,Arkansas,Risk Factors,Diabetes,,,3.8,17.6,19.1,23.4,22.8,13.9,11.3,12.6,,,17.1,12.5,13.1
2015,Arkansas,Risk Factors,Hypertension,12.0,,37.65,68.5,68.4,79.94999999999999,80.44999999999999,61.3,58.150000000000006,59.699999999999996,19.8,,63.900000000000006,60.050000000000004,40.7
2015,Arkansas,Risk Factors,Nutrition,83.5,,88.4,87.8,87.2,88.8,88.7,85.7,89.3,87.5,78.7,,89.6,87.5,
2015,Arkansas,Risk Factors,Obesity,,32.65,32.05,30.75,30.65,29.3,29.0,32.2,29.9,31.05,25.25,,33.55,30.7,36.95
2015,Arkansas,Risk Factors,Physical Inactivity,81.7,,67.9,61.4,62.0,59.8,55.1,62.1,69.7,65.8,69.2,,65.5,65.4,74.2
2015,Arkansas,Risk Factors,Smoking,29.6,,32.9,22.1,23.8,11.4,7.4,22.1,27.8,24.9,,,27.3,25.0,29.8
2015,California,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.6,4.3,3.8,8.5,11.5,2.4,3.7,3.0,1.7,,3.2,4.2,4.9
2015,California,Cardiovascular Diseases,Coronary Heart Disease,,,0.8,4.4,3.6,9.7,13.4,2.9,3.5,3.2,2.2,3.1,4.2,3.8,5.4
2015,California,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.0,8.9,7.1,18.7,25.2,6.1,6.8,6.4,4.5,4.5,8.0,8.5,8.0
2015,California,Cardiovascular Diseases,Stroke,,,0.8,3.2,2.3,7.2,9.0,2.3,2.3,2.3,1.7,,2.9,3.1,2.8
2015,California,Risk Factors,Cholesterol Abnormalities,,52.449999999999996,58.150000000000006,68.0,67.4,75.35,50.1,65.0,65.35,65.2,63.849999999999994,66.4,34.6,65.7,27.2
2015,California,Risk Factors,Diabetes,,,3.8,14.2,13.7,23.6,23.0,9.4,10.7,10.0,11.0,11.6,13.6,8.2,8.1
2015,California,Risk Factors,Hypertension,6.1,,23.799999999999997,57.25,54.7,75.15,77.0,51.95,47.05,49.35,42.65,52.15,55.3,52.75,42.8
2015,California,Risk Factors,Nutrition,85.1,,79.8,79.6,79.5,80.0,81.6,76.5,84.5,80.4,79.2,80.4,83.9,80.8,77.7
2015,California,Risk Factors,Obesity,,34.6,31.35,29.95,29.299999999999997,30.299999999999997,30.05,33.5,28.1,30.75,29.45,31.8,30.75,31.25,32.2
2015,California,Risk Factors,Physical Inactivity,84.9,,80.2,78.3,78.8,78.4,75.3,79.7,80.4,80.0,73.9,85.2,80.7,83.1,84.4
2015,California,Risk Factors,Smoking,10.0,,13.8,11.4,13.0,6.1,3.7,8.3,15.2,11.7,10.7,6.6,15.3,13.3,21.0
2015,Colorado,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.6,4.4,3.5,9.8,13.1,2.2,4.3,3.2,3.4,,4.0,3.1,
2015,Colorado,Cardiovascular Diseases,Coronary Heart Disease,,,0.6,3.7,2.3,9.4,11.8,1.8,3.4,2.6,1.8,,,2.8,
2015,Colorado,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.7,8.4,6.0,19.0,24.2,5.1,7.3,6.2,5.7,,7.6,6.1,7.3
2015,Colorado,Cardiovascular Diseases,Stroke,,,0.8,3.2,2.3,7.0,9.4,2.4,2.3,2.3,2.4,,4.0,2.2,
2015,Colorado,Risk Factors,Cholesterol Abnormalities,,,55.85,66.44999999999999,65.94999999999999,74.44999999999999,73.9,63.1,64.15,63.6,62.3,25.0,32.6,64.0,29.9
2015,Colorado,Risk Factors,Diabetes,,,2.2,9.4,8.5,16.7,15.8,5.9,7.6,6.8,10.4,,11.0,5.6,7.8
2015,Colorado,Risk Factors,Hypertension,6.8,,24.599999999999998,54.5,52.55,71.2,74.6,49.75,46.35,47.65,42.15,32.95,53.15,49.0,44.05
2015,Colorado,Risk Factors,Nutrition,80.5,,76.1,80.1,80.8,82.2,83.1,74.3,84.4,79.3,74.5,77.2,81.0,80.5,74.8
2015,Colorado,Risk Factors,Obesity,,34.9,30.1,29.6,29.75,29.35,29.7,34.15,26.65,30.3,28.95,57.0,28.6,30.6,29.75
2015,Colorado,Risk Factors,Physical Inactivity,87.0,,84.4,80.2,80.3,77.7,71.7,82.0,82.3,82.1,73.3,83.8,80.6,84.4,80.8
2015,Colorado,Risk Factors,Smoking,17.7,,17.2,14.7,17.1,8.1,3.2,14.2,17.1,15.6,15.6,,23.3,15.3,28.8
2015,Connecticut,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.0,3.4,10.7,12.1,2.3,5.3,3.7,3.6,,2.8,4.1,
2015,Connecticut,Cardiovascular Diseases,Coronary Heart Disease,,,,4.8,3.1,11.1,12.0,2.5,4.7,3.6,3.0,,2.3,4.1,
2015,Connecticut,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.6,9.5,6.5,20.5,23.7,5.8,8.7,7.2,6.5,,5.6,8.0,
2015,Connecticut,Cardiovascular Diseases,Stroke,,,0.5,3.4,2.3,7.4,9.8,2.6,2.5,2.6,3.4,,2.1,2.6,
2015,Connecticut,Risk Factors,Cholesterol Abnormalities,,10.3,60.05,69.65,69.45,75.55,74.5,66.4,68.5,67.35,68.6,34.3,34.2,67.5,32.4
2015,Connecticut,Risk Factors,Diabetes,,,3.3,12.0,11.4,19.4,18.7,8.3,10.3,9.3,11.5,5.6,14.4,8.3,10.3
2015,Connecticut,Risk Factors,Hypertension,5.4,,25.700000000000003,59.75,56.349999999999994,75.8,78.8,54.5,51.95,53.150000000000006,44.3,39.1,56.6,54.9,49.0
2015,Connecticut,Risk Factors,Nutrition,82.7,,81.1,81.5,80.8,83.8,83.0,77.1,86.7,81.7,83.5,77.2,81.7,81.9,75.8
2015,Connecticut,Risk Factors,Obesity,,33.3,31.75,29.8,29.7,29.15,29.450000000000003,33.55,27.6,30.549999999999997,28.950000000000003,31.5,30.6,30.85,34.4
2015,Connecticut,Risk Factors,Physical Inactivity,84.4,,77.9,74.8,76.8,69.5,64.2,74.7,78.5,76.5,64.4,71.0,71.1,79.8,77.6
2015,Connecticut,Risk Factors,Smoking,9.9,,17.5,12.6,14.9,7.3,4.1,10.9,16.3,13.5,15.4,,17.2,12.9,14.8
2015,Delaware,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,6.2,4.7,12.7,11.9,4.2,5.5,4.8,,,,5.4,
2015,Delaware,Cardiovascular Diseases,Coronary Heart Disease,,,,5.8,4.2,12.1,13.2,3.5,5.0,4.2,,,4.3,4.5,
2015,Delaware,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.5,12.1,9.1,23.8,26.1,8.5,9.9,9.2,4.2,,9.8,9.9,
2015,Delaware,Cardiovascular Diseases,Stroke,,,,5.0,4.1,9.1,9.9,3.6,3.6,3.6,,,4.4,3.6,
2015,Delaware,Risk Factors,Cholesterol Abnormalities,,,59.4,70.7,70.4,76.6,50.1,67.25,68.85,68.0,44.8,,37.9,68.4,28.0
2015,Delaware,Risk Factors,Diabetes,,,3.1,15.7,16.8,21.7,20.3,10.8,12.2,11.5,6.9,,14.9,11.0,
2015,Delaware,Risk Factors,Hypertension,,,34.3,64.6,61.050000000000004,78.3,78.4,58.15,55.3,56.7,36.05,,56.9,59.0,30.9
2015,Delaware,Risk Factors,Nutrition,91.5,,82.7,84.3,84.4,86.5,88.9,82.6,88.1,85.2,86.9,,83.4,85.7,
2015,Delaware,Risk Factors,Obesity,,32.8,32.0,29.299999999999997,30.25,27.65,28.0,34.099999999999994,26.75,30.45,31.1,55.6,29.200000000000003,30.8,31.3
2015,Delaware,Risk Factors,Physical Inactivity,78.0,,73.3,68.9,68.8,65.6,61.6,69.1,72.3,70.6,61.5,,67.3,72.3,65.7
2015,Delaware,Risk Factors,Smoking,15.3,,19.8,16.6,21.3,8.7,,14.2,20.9,17.4,13.7,,17.5,17.9,30.2
2015,Florida,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,6.9,5.8,11.9,13.2,3.8,6.6,5.1,4.3,,2.3,6.3,
2015,Florida,Cardiovascular Diseases,Coronary Heart Disease,,,,6.3,4.9,11.4,13.2,4.0,5.5,4.7,2.6,,2.7,6.2,
2015,Florida,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.8,12.3,10.3,21.2,23.9,8.2,10.5,9.3,6.2,,6.2,11.7,
2015,Florida,Cardiovascular Diseases,Stroke,,,,4.0,3.8,6.6,6.8,3.3,2.9,3.1,1.2,,3.0,3.9,
2015,Florida,Risk Factors,Cholesterol Abnormalities,,15.5,54.949999999999996,70.15,70.0,76.55,75.75,66.85,67.3,67.05000000000001,64.0,25.1,34.0,68.7,40.7
2015,Florida,Risk Factors,Diabetes,,,2.5,15.0,14.1,22.9,23.4,10.9,11.7,11.3,9.3,,13.2,11.7,
2015,Florida,Risk Factors,Hypertension,6.3,,29.450000000000003,63.8,60.650000000000006,77.15,79.4,58.0,55.95,56.9,50.5,37.1,59.05,59.400000000000006,22.7
2015,Florida,Risk Factors,Nutrition,83.3,,78.4,82.1,82.2,83.7,83.9,77.7,85.6,81.5,82.0,75.7,81.8,81.7,82.7
2015,Florida,Risk Factors,Obesity,,35.8,29.950000000000003,30.15,30.450000000000003,29.15,29.75,32.6,28.15,30.4,27.25,58.5,31.849999999999998,31.2,27.7
2015,Florida,Risk Factors,Physical Inactivity,84.6,,77.4,70.8,69.0,71.1,69.3,73.1,74.6,73.8,68.9,,66.6,76.5,75.1
2015,Florida,Risk Factors,Smoking,11.2,,19.6,15.0,19.5,8.4,4.2,14.3,17.4,15.8,13.0,,14.1,17.4,24.2
2015,Georgia,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,16.349999999999998,14.700000000000001,20.9,26.0,14.25,16.05,15.2,,,3.9,17.150000000000002,
2015,Georgia,Cardiovascular Diseases,Coronary Heart Disease,,,,6.0,5.7,10.9,11.5,3.8,4.6,4.2,,,3.4,4.8,
2015,Georgia,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.1,12.7,12.9,20.6,26.3,8.2,10.0,9.1,,,8.1,10.2,18.0
2015,Georgia,Cardiovascular Diseases,Stroke,,,2.0,5.4,5.5,7.3,8.9,3.8,3.8,3.8,,,3.5,4.0,
2015,Georgia,Risk Factors,Cholesterol Abnormalities,,,58.7,70.6,70.9,55.6,53.6,67.1,67.3,67.2,31.2,,35.8,67.85,36.9
2015,Georgia,Risk Factors,Diabetes,,,3.0,15.9,17.2,25.5,26.1,11.3,11.3,11.3,,,13.4,10.6,23.7
2015,Georgia,Risk Factors,Hypertension,5.8,,34.7,66.30000000000001,66.55,82.3,83.6,59.75,56.0,57.800000000000004,39.75,,61.15,58.75,34.0
2015,Georgia,Risk Factors,Nutrition,87.1,,82.4,85.6,85.5,87.2,89.1,82.0,88.2,85.0,86.9,75.1,86.5,84.6,76.2
2015,Georgia,Risk Factors,Obesity,,32.3,32.1,30.95,31.049999999999997,30.65,30.85,35.05,27.85,31.450000000000003,28.9,55.6,32.15,31.4,33.150000000000006
2015,Georgia,Risk Factors,Physical Inactivity,82.5,,74.2,69.8,70.1,67.6,65.4,70.4,75.2,72.7,65.9,76.1,68.7,75.5,72.9
2015,Georgia,Risk Factors,Smoking,10.6,,20.8,17.6,21.1,10.2,5.1,15.5,20.0,17.7,,,16.8,19.1,35.8
2015,Hawaii,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.7,4.0,3.9,6.4,7.3,2.0,3.7,2.9,2.9,2.2,,3.3,4.1
2015,Hawaii,Cardiovascular Diseases,Coronary Heart Disease,,,,3.7,3.5,6.5,7.0,2.0,3.5,2.8,2.8,2.9,,2.7,3.0
2015,Hawaii,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.7,8.4,7.3,14.9,17.5,5.4,7.0,6.2,5.9,5.9,,6.3,7.0
2015,Hawaii,Cardiovascular Diseases,Stroke,,,,3.7,3.1,6.7,8.9,2.8,2.6,2.7,2.9,2.4,,2.5,3.4
2015,Hawaii,Risk Factors,Cholesterol Abnormalities,,,57.3,68.5,69.25,73.05,41.5,66.05,66.05,66.05000000000001,29.7,69.3,29.3,63.25,64.19999999999999
2015,Hawaii,Risk Factors,Diabetes,,,3.8,11.8,11.6,16.1,17.1,8.4,8.7,8.5,9.7,10.1,,4.9,10.0
2015,Hawaii,Risk Factors,Hypertension,7.8,,30.5,61.5,59.95,73.6,76.85,54.9,52.0,53.25,50.8,58.0,47.2,47.650000000000006,50.95
2015,Hawaii,Risk Factors,Nutrition,79.8,,81.5,81.0,81.0,78.3,77.1,77.5,83.4,80.4,79.1,83.4,,77.4,79.0
2015,Hawaii,Risk Factors,Obesity,,33.05,32.8,30.450000000000003,29.650000000000002,31.0,32.6,34.0,28.85,31.349999999999998,33.0,30.2,25.95,31.3,34.05
2015,Hawaii,Risk Factors,Physical Inactivity,82.9,,78.5,75.6,76.6,74.7,71.4,74.5,80.6,77.5,80.6,74.0,,82.8,74.3
2015,Hawaii,Risk Factors,Smoking,15.3,,19.0,12.4,13.8,6.1,3.9,10.8,17.3,14.1,17.7,11.0,,14.0,21.6
2015,Idaho,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.4,3.6,12.2,15.6,2.8,5.0,3.9,,,,4.0,
2015,Idaho,Cardiovascular Diseases,Coronary Heart Disease,,,,4.1,2.4,9.4,11.8,2.2,4.0,3.1,,,,3.3,
2015,Idaho,Cardiovascular Diseases,Major Cardiovascular Disease,,,,9.8,7.3,20.2,26.0,6.4,8.2,7.3,,,,7.6,
2015,Idaho,Cardiovascular Diseases,Stroke,,,,3.5,2.9,6.4,9.2,2.9,2.0,2.5,,,,2.7,
2015,Idaho,Risk Factors,Cholesterol Abnormalities,,,56.400000000000006,68.35,67.55000000000001,75.55,74.44999999999999,63.900000000000006,67.55000000000001,65.65,34.2,,,65.75,45.7
2015,Idaho,Risk Factors,Diabetes,,,2.6,11.1,10.1,19.4,18.3,8.7,7.4,8.1,6.7,,,8.2,
2015,Idaho,Risk Factors,Hypertension,7.4,,26.25,56.1,51.650000000000006,74.4,75.45,50.900000000000006,47.75,48.9,31.5,,,50.4,49.6
2015,Idaho,Risk Factors,Nutrition,85.4,,78.6,82.5,84.3,82.0,84.8,77.6,86.6,82.1,86.0,,,81.9,
2015,Idaho,Risk Factors,Obesity,,32.7,31.3,30.2,30.049999999999997,29.200000000000003,28.650000000000002,33.55,27.8,30.55,30.1,,,30.75,31.65
